ili_id	status	superseded_by	origin	used_by	definition
i83463	1		pwn-3.0:08888479-n	pwn-3.0:08888479-n;wnja-1.9.0:08888479-n;wnb_id-2.0:08888479-n;wnb_zsm-2.0:08888479-n	capital and largest city of Northern Ireland; the center of Protestantism in Northern Ireland
i83464	1		pwn-3.0:08888676-n	pwn-3.0:08888676-n;omw-arb-1.4:08888676-n;wnja-1.9.0:08888676-n;wnb_id-2.0:08888676-n;wnb_zsm-2.0:08888676-n	a republic consisting of 26 of 32 counties comprising the island of Ireland; achieved independence from the United Kingdom in 1921
i83465	1		pwn-3.0:08889191-n	pwn-3.0:08889191-n;wnja-1.9.0:08889191-n;wnb_id-2.0:08889191-n;wnb_zsm-2.0:08889191-n	capital and largest city and major port of the Irish Republic
i83466	1		pwn-3.0:08889400-n	pwn-3.0:08889400-n;wnja-1.9.0:08889400-n;wnb_id-2.0:08889400-n;wnb_zsm-2.0:08889400-n	a port city in southern Ireland
i83467	1		pwn-3.0:08889521-n	pwn-3.0:08889521-n;wnja-1.9.0:08889521-n;wnb_id-2.0:08889521-n;wnb_zsm-2.0:08889521-n	a port city in western Ireland on Galway Bay
i83468	1		pwn-3.0:08889657-n	pwn-3.0:08889657-n;wnja-1.9.0:08889657-n;wnb_id-2.0:08889657-n;wnb_zsm-2.0:08889657-n	port city in southwestern Ireland
i83469	1		pwn-3.0:08889784-n	pwn-3.0:08889784-n;wnja-1.9.0:08889784-n;wnb_id-2.0:08889784-n	a village in eastern Ireland (northwest of Dublin); seat of Irish kings until 6th century
i83470	1		pwn-3.0:08889944-n	pwn-3.0:08889944-n;wnja-1.9.0:08889944-n;wnb_id-2.0:08889944-n;wnb_zsm-2.0:08889944-n	a port city in southern Ireland; famous for glass industry
i83471	1		pwn-3.0:08890097-n	pwn-3.0:08890097-n;wnja-1.9.0:08890097-n;wnb_id-2.0:08890097-n;wnb_zsm-2.0:08890097-n	one of the four countries that make up the United Kingdom of Great Britain and Northern Ireland; located on the northern part of the island of Great Britain; famous for bagpipes and plaids and kilts
i83472	1		pwn-3.0:08891415-n	pwn-3.0:08891415-n;wnja-1.9.0:08891415-n;wnb_id-2.0:08891415-n;wnb_zsm-2.0:08891415-n	the geographical area (in Roman times) to the north of the Antonine Wall; now a poetic name for Scotland
i83473	1		pwn-3.0:08891595-n	pwn-3.0:08891595-n;wnja-1.9.0:08891595-n	a mountainous region of northern Scotland famous for its rugged beauty; known for the style of dress (the kilt and tartan) and the clan system (now in disuse)
i83474	1		pwn-3.0:08891889-n	pwn-3.0:08891889-n;wnja-1.9.0:08891889-n	the southern part of Scotland that is not mountainous
i83475	1		pwn-3.0:08892058-n	pwn-3.0:08892058-n;wnja-1.9.0:08892058-n;wnb_id-2.0:08892058-n;wnb_zsm-2.0:08892058-n	a district in southwestern Scotland
i83476	1		pwn-3.0:08892186-n	pwn-3.0:08892186-n;wnja-1.9.0:08892186-n;wnb_id-2.0:08892186-n;wnb_zsm-2.0:08892186-n	a city in northeastern Scotland on the North Sea
i83477	1		pwn-3.0:08892327-n	pwn-3.0:08892327-n;wnja-1.9.0:08892327-n;wnb_id-2.0:08892327-n;wnb_zsm-2.0:08892327-n	a port in southwestern Scotland
i83478	1		pwn-3.0:08892428-n	pwn-3.0:08892428-n;wnja-1.9.0:08892428-n;wnb_id-2.0:08892428-n	a castle in northeastern Scotland that is a private residence of the British sovereign
i83479	1		pwn-3.0:08892596-n	pwn-3.0:08892596-n;wnja-1.9.0:08892596-n;wnb_id-2.0:08892596-n;wnb_zsm-2.0:08892596-n	the capital of Scotland; located in the Lothian Region on the south side of the Firth of Forth
i83480	1		pwn-3.0:08892766-n	pwn-3.0:08892766-n;wnja-1.9.0:08892766-n;wnb_id-2.0:08892766-n;wnb_zsm-2.0:08892766-n	a district in southeast central Scotland (south side of the Firth of Forth) and the location of Edinburgh
i83481	1		pwn-3.0:08892971-n	pwn-3.0:08892971-n;wnja-1.9.0:08892971-n;wnb_id-2.0:08892971-n;wnb_zsm-2.0:08892971-n	largest city in Scotland; a port on the Clyde in west central Scotland; one of the great shipbuilding centers of the world
i83482	1		pwn-3.0:08893223-n	pwn-3.0:08893223-n;wnja-1.9.0:08893223-n	a group of more than 500 islands off the western coast of Scotland
i83483	1		pwn-3.0:08893492-n	pwn-3.0:08893492-n;wnja-1.9.0:08893492-n	islands between the Outer Hebrides and the western coast of Scotland
i83484	1		pwn-3.0:08893717-n	pwn-3.0:08893717-n;wnja-1.9.0:08893717-n	an island of northwestern Scotland noted for its rugged mountain scenery
i83485	1		pwn-3.0:08893868-n	pwn-3.0:08893868-n;wnja-1.9.0:08893868-n	an island of western Scotland at the southern end of the Inner Hebrides
i83486	1		pwn-3.0:08894011-n	pwn-3.0:08894011-n;wnja-1.9.0:08894011-n	an island in western Scotland in the Inner Hebrides
i83487	1		pwn-3.0:08894133-n	pwn-3.0:08894133-n;wnja-1.9.0:08894133-n	an island in western Scotland in the Inner Hebrides to the west of Mull; site of Fingal's Cave
i83488	1		pwn-3.0:08894319-n	pwn-3.0:08894319-n;wnja-1.9.0:08894319-n;wnb_id-2.0:08894319-n	a 130-mile long archipelago to the northwest of Scotland
i83489	1		pwn-3.0:08894456-n	pwn-3.0:08894456-n;wnja-1.9.0:08894456-n;wnb_id-2.0:08894456-n;wnb_zsm-2.0:08894456-n	one of the four countries that make up the United Kingdom of Great Britain and Northern Ireland; during Roman times the region was known as Cambria
i83490	1		pwn-3.0:08895148-n	pwn-3.0:08895148-n;wnja-1.9.0:08895148-n;wnb_id-2.0:08895148-n;wnb_zsm-2.0:08895148-n	a mining town in southern Wales
i83491	1		pwn-3.0:08895254-n	pwn-3.0:08895254-n;wnja-1.9.0:08895254-n;wnb_id-2.0:08895254-n	a university town in northwestern Wales on the Menai Strait
i83492	1		pwn-3.0:08895386-n	pwn-3.0:08895386-n;wnja-1.9.0:08895386-n;wnb_id-2.0:08895386-n;wnb_zsm-2.0:08895386-n	the capital and largest city of Wales
i83493	1		pwn-3.0:08895497-n	pwn-3.0:08895497-n;wnja-1.9.0:08895497-n;wnb_id-2.0:08895497-n;wnb_zsm-2.0:08895497-n	a port city in southeastern Wales
i83494	1		pwn-3.0:08895623-n	pwn-3.0:08895623-n;wnja-1.9.0:08895623-n;wnb_id-2.0:08895623-n;wnb_zsm-2.0:08895623-n	a village in southwestern Wales where the Sealyham terrier was first bred
i83495	1		pwn-3.0:08895771-n	pwn-3.0:08895771-n;wnja-1.9.0:08895771-n;wnb_id-2.0:08895771-n;wnb_zsm-2.0:08895771-n	a port city in southern Wales on an inlet of the Bristol Channel
i83496	1		pwn-3.0:08895928-n	pwn-3.0:08895928-n;wnja-1.9.0:08895928-n;wnb_id-2.0:08895928-n;wnb_zsm-2.0:08895928-n	an island to the northwest of Wales
i83497	1		pwn-3.0:08896092-n	pwn-3.0:08896092-n;omw-arb-1.4:08896092-n;wnja-1.9.0:08896092-n;wnb_id-2.0:08896092-n;wnb_zsm-2.0:08896092-n	a sultanate in northwestern Borneo; became independent of Great Britain in 1984
i83498	1		pwn-3.0:08896327-n	pwn-3.0:08896327-n;omw-arb-1.4:08896327-n;wnja-1.9.0:08896327-n;wnb_id-2.0:08896327-n;wnb_zsm-2.0:08896327-n	country or territory ruled by a sultan
i83499	1		pwn-3.0:08896440-n	pwn-3.0:08896440-n;omw-arb-1.4:08896440-n;wnja-1.9.0:08896440-n;wnb_id-2.0:08896440-n;wnb_zsm-2.0:08896440-n	a desperately poor landlocked country in western Africa; was formerly Upper Volta under French rule but gained independence in 1960
i83500	1		pwn-3.0:08896645-n	pwn-3.0:08896645-n;wnja-1.9.0:08896645-n;wnb_id-2.0:08896645-n;wnb_zsm-2.0:08896645-n	a peninsula in northeastern Egypt; at north end of Red Sea
i83501	1		pwn-3.0:08896831-n	pwn-3.0:08896831-n;wnja-1.9.0:08896831-n;wnb_id-2.0:08896831-n;wnb_zsm-2.0:08896831-n	an ancient empire to the west of Israel; centered on the Nile River and ruled by a Pharaoh; figured in many events described in the Old Testament
i83502	1		pwn-3.0:08897065-n	pwn-3.0:08897065-n;omw-arb-1.4:08897065-n;wnja-1.9.0:08897065-n;wnb_id-2.0:08897065-n;wnb_zsm-2.0:08897065-n	a republic in northeastern Africa known as the United Arab Republic until 1971; site of an ancient civilization that flourished from 2600 to 30 BC
i83503	1		pwn-3.0:08897843-n	pwn-3.0:08897843-n;wnja-1.9.0:08897843-n;wnb_id-2.0:08897843-n;wnb_zsm-2.0:08897843-n	one of the two main administrative districts of Egypt; consists of the Nile delta
i83504	1		pwn-3.0:08898002-n	pwn-3.0:08898002-n;wnja-1.9.0:08898002-n;wnb_id-2.0:08898002-n;wnb_zsm-2.0:08898002-n	one of the two main administrative districts of Egypt; extends south from Cairo to Sudan
i83505	1		pwn-3.0:08898187-n	pwn-3.0:08898187-n;wnja-1.9.0:08898187-n;wnb_id-2.0:08898187-n;wnb_zsm-2.0:08898187-n	the chief port of Egypt; located on the western edge of the Nile delta on the Mediterranean Sea; founded by Alexander the Great; the capital of ancient Egypt
i83506	1		pwn-3.0:08898457-n	pwn-3.0:08898457-n;omw-arb-1.4:08898457-n;wnja-1.9.0:08898457-n;wnb_id-2.0:08898457-n;wnb_zsm-2.0:08898457-n	an ancient city on the Nile in Egypt; two dams across the Nile have been built nearby
i83507	1		pwn-3.0:08898633-n	pwn-3.0:08898633-n;omw-arb-1.4:08898633-n;wnja-1.9.0:08898633-n;wnb_id-2.0:08898633-n;wnb_zsm-2.0:08898633-n	the capital of Egypt and the largest city in Africa; a major port just to the south of the Nile delta; formerly the home of the Pharaohs
i83508	1		pwn-3.0:08898941-n	pwn-3.0:08898941-n;wnja-1.9.0:08898941-n;wnb_id-2.0:08898941-n;wnb_zsm-2.0:08898941-n	a village to the west of Alexandria on the northern coast of Egypt; the scene of a decisive Allied victory over the Germans in 1942
i83509	1		pwn-3.0:08899149-n	pwn-3.0:08899149-n;omw-arb-1.4:08899149-n;wnja-1.9.0:08899149-n;wnb_id-2.0:08899149-n;wnb_zsm-2.0:08899149-n	an ancient Egyptian city on the west bank of the Nile opposite Cairo; site of three Great Pyramids and the Sphinx
i83510	1		pwn-3.0:08899351-n	pwn-3.0:08899351-n;wnja-1.9.0:08899351-n;wnb_id-2.0:08899351-n;wnb_zsm-2.0:08899351-n	an ancient city of Egypt on the Nile (south of Cairo)
i83511	1		pwn-3.0:08899478-n	pwn-3.0:08899478-n;wnja-1.9.0:08899478-n;wnb_id-2.0:08899478-n;wnb_zsm-2.0:08899478-n	a town in Upper Egypt
i83512	1		pwn-3.0:08899577-n	pwn-3.0:08899577-n;omw-arb-1.4:08899577-n;wnja-1.9.0:08899577-n;wnb_id-2.0:08899577-n;wnb_zsm-2.0:08899577-n	a city in central Egypt on the east bank of the Nile that is a center for visitors to the ruins of and around Thebes
i83513	1		pwn-3.0:08899776-n	pwn-3.0:08899776-n;wnja-1.9.0:08899776-n;wnb_id-2.0:08899776-n;wnb_zsm-2.0:08899776-n	an ancient Egyptian city on the Nile River that flourished from the 22nd century BC to the 18th century BC; today the archeological remains include many splendid temples and tombs
i83514	1		pwn-3.0:08900047-n	pwn-3.0:08900047-n;wnja-1.9.0:08900047-n;wnb_id-2.0:08900047-n;wnb_zsm-2.0:08900047-n	a town in northern Egypt; site of the oldest Egyptian pyramids
i83515	1		pwn-3.0:08900204-n	pwn-3.0:08900204-n;omw-arb-1.4:08900204-n;wnja-1.9.0:08900204-n;wnb_id-2.0:08900204-n;wnb_zsm-2.0:08900204-n	a city in northeastern Egypt at the head of the Gulf of Suez and at the southern end of the Suez Canal
i83516	1		pwn-3.0:08900377-n	pwn-3.0:08900377-n;wnja-1.9.0:08900377-n;wnb_id-2.0:08900377-n;wnb_zsm-2.0:08900377-n	a ship canal in northeastern Egypt linking the Red Sea with the Mediterranean Sea
i83517	1		pwn-3.0:08900535-n	pwn-3.0:08900535-n;omw-arb-1.4:08900535-n;wnja-1.9.0:08900535-n;wnb_id-2.0:08900535-n;wnb_zsm-2.0:08900535-n	a republic in the Asian subcontinent in southern Asia; second most populous country in the world; achieved independence from the United Kingdom in 1947
i83518	1		pwn-3.0:08902097-n	pwn-3.0:08902097-n;wnja-1.9.0:08902097-n;wnb_id-2.0:08902097-n;wnb_zsm-2.0:08902097-n	state in northeastern India
i83519	1		pwn-3.0:08902196-n	pwn-3.0:08902196-n;wnja-1.9.0:08902196-n;wnb_id-2.0:08902196-n;wnb_zsm-2.0:08902196-n	state in southern India; formerly Mysore
i83520	1		pwn-3.0:08902321-n	pwn-3.0:08902321-n;wnja-1.9.0:08902321-n;wnb_id-2.0:08902321-n;wnb_zsm-2.0:08902321-n	state in northeastern India
i83521	1		pwn-3.0:08902422-n	pwn-3.0:08902422-n;wnja-1.9.0:08902422-n;wnb_id-2.0:08902422-n;wnb_zsm-2.0:08902422-n	northern region of India where Hinduism predominates
i83522	1		pwn-3.0:08902569-n	pwn-3.0:08902569-n;wnja-1.9.0:08902569-n;wnb_id-2.0:08902569-n;wnb_zsm-2.0:08902569-n	a geographical area and former kingdom in northeastern India in the Himalaya Mountains between Nepal and Bhutan
i83523	1		pwn-3.0:08902753-n	pwn-3.0:08902753-n;wnja-1.9.0:08902753-n;wnb_id-2.0:08902753-n;wnb_zsm-2.0:08902753-n	a historical region of southwestern India on the west coast
i83524	1		pwn-3.0:08902894-n	pwn-3.0:08902894-n;wnja-1.9.0:08902894-n;wnb_id-2.0:08902894-n;wnb_zsm-2.0:08902894-n	a historical region on northwestern India and northern Pakistan
i83525	1		pwn-3.0:08903049-n	pwn-3.0:08903049-n;omw-arb-1.4:08903049-n;wnja-1.9.0:08903049-n;wnb_id-2.0:08903049-n;wnb_zsm-2.0:08903049-n	the capital of India is a division of the old city of Delhi
i83526	1		pwn-3.0:08903220-n	pwn-3.0:08903220-n;omw-arb-1.4:08903220-n;wnja-1.9.0:08903220-n;wnb_id-2.0:08903220-n;wnb_zsm-2.0:08903220-n	a city in north central India
i83527	1		pwn-3.0:08903352-n	pwn-3.0:08903352-n;wnja-1.9.0:08903352-n;wnb_id-2.0:08903352-n;wnb_zsm-2.0:08903352-n	an industrial city in south central India (west of Chennai)
i83528	1		pwn-3.0:08903487-n	pwn-3.0:08903487-n;wnja-1.9.0:08903487-n;wnb_id-2.0:08903487-n;wnb_zsm-2.0:08903487-n	an industrial city of central India to the southeast of Delhi
i83529	1		pwn-3.0:08903636-n	pwn-3.0:08903636-n;omw-arb-1.4:08903636-n;wnja-1.9.0:08903636-n;wnb_id-2.0:08903636-n;wnb_zsm-2.0:08903636-n	the largest city in India and one of the largest cities in the world; located in eastern India; suffers from poverty and overcrowding
i83530	1		pwn-3.0:08903872-n	pwn-3.0:08903872-n;omw-arb-1.4:08903872-n;wnja-1.9.0:08903872-n;wnb_id-2.0:08903872-n;wnb_zsm-2.0:08903872-n	a city in western India just off the coast of the Arabian Sea; India's 2nd largest city (after Calcutta); has the only natural deep-water harbor in western India
i83531	1		pwn-3.0:08904115-n	pwn-3.0:08904115-n;wnja-1.9.0:08904115-n;wnb_id-2.0:08904115-n;wnb_zsm-2.0:08904115-n	a city in northern India; former capital of the Mogul empire; site of the Taj Mahal
i83532	1		pwn-3.0:08904269-n	pwn-3.0:08904269-n;omw-arb-1.4:08904269-n;wnja-1.9.0:08904269-n;wnb_id-2.0:08904269-n;wnb_zsm-2.0:08904269-n	a city in south central India in Andhra Pradesh
i83533	1		pwn-3.0:08904392-n	pwn-3.0:08904392-n;omw-arb-1.4:08904392-n;wnja-1.9.0:08904392-n;wnb_id-2.0:08904392-n;wnb_zsm-2.0:08904392-n	a city in Tamil Nadu on the Bay of Bengal; formerly Madras
i83534	1		pwn-3.0:08904533-n	pwn-3.0:08904533-n;wnja-1.9.0:08904533-n;wnb_id-2.0:08904533-n;wnb_zsm-2.0:08904533-n	a city in northern India in Uttar Pradesh; during the Indian Mutiny its British residents were besieged by Indian insurgents
i83535	1		pwn-3.0:08904731-n	pwn-3.0:08904731-n;wnja-1.9.0:08904731-n;wnb_id-2.0:08904731-n;wnb_zsm-2.0:08904731-n	a city in southern India to the southwest of Bangalore
i83536	1		pwn-3.0:08904858-n	pwn-3.0:08904858-n;wnja-1.9.0:08904858-n;wnb_id-2.0:08904858-n	a city in southern India
i83537	1		pwn-3.0:08904954-n	pwn-3.0:08904954-n;wnja-1.9.0:08904954-n;wnb_id-2.0:08904954-n;wnb_zsm-2.0:08904954-n	a state of southeastern India on the Bay of Bengal
i83538	1		pwn-3.0:08905085-n	pwn-3.0:08905085-n;wnja-1.9.0:08905085-n;wnb_id-2.0:08905085-n;wnb_zsm-2.0:08905085-n	a state of northeastern India
i83539	1		pwn-3.0:08905186-n	pwn-3.0:08905186-n;wnja-1.9.0:08905186-n;wnb_id-2.0:08905186-n;wnb_zsm-2.0:08905186-n	a state of southwestern India; a former Portuguese colony
i83540	1		pwn-3.0:08905313-n	pwn-3.0:08905313-n;wnja-1.9.0:08905313-n;wnb_id-2.0:08905313-n;wnb_zsm-2.0:08905313-n	an industrialized state in western India that includes parts of Bombay
i83541	1		pwn-3.0:08905467-n	pwn-3.0:08905467-n;wnja-1.9.0:08905467-n;wnb_id-2.0:08905467-n;wnb_zsm-2.0:08905467-n	a state in southeastern India on the Bay of Bengal (south of Andhra Pradesh); formerly Madras
i83542	1		pwn-3.0:08905646-n	pwn-3.0:08905646-n;wnja-1.9.0:08905646-n;wnb_id-2.0:08905646-n;wnb_zsm-2.0:08905646-n	a state in northern India
i83543	1		pwn-3.0:08905751-n	pwn-3.0:08905751-n;wnja-1.9.0:08905751-n;wnb_id-2.0:08905751-n;wnb_zsm-2.0:08905751-n	a region of western India to the north of Bombay (bordering the Arabian Sea) where Gujarati is spoken
i83544	1		pwn-3.0:08905936-n	pwn-3.0:08905936-n;wnja-1.9.0:08905936-n;wnb_id-2.0:08905936-n;wnb_zsm-2.0:08905936-n	a historical area in west-central India
i83545	1		pwn-3.0:08906053-n	pwn-3.0:08906053-n;wnja-1.9.0:08906053-n;wnb_id-2.0:08906053-n;wnb_zsm-2.0:08906053-n	state in eastern India on the Bay of Bengal
i83546	1		pwn-3.0:08906169-n	pwn-3.0:08906169-n;wnja-1.9.0:08906169-n	hills in southern India
i83547	1		pwn-3.0:08906272-n	pwn-3.0:08906272-n;wnja-1.9.0:08906272-n;wnb_id-2.0:08906272-n;wnb_zsm-2.0:08906272-n	a state in eastern India
i83548	1		pwn-3.0:08906374-n	pwn-3.0:08906374-n;omw-arb-1.4:08906374-n;wnja-1.9.0:08906374-n;wnb_id-2.0:08906374-n;wnb_zsm-2.0:08906374-n	a small landlocked Asian country high in the Himalayas between India and China
i83549	1		pwn-3.0:08906809-n	pwn-3.0:08906809-n;wnja-1.9.0:08906809-n;wnb_id-2.0:08906809-n;wnb_zsm-2.0:08906809-n	the capital and largest city of Nepal
i83550	1		pwn-3.0:08906952-n	pwn-3.0:08906952-n;omw-arb-1.4:08906952-n;wnja-1.9.0:08906952-n;wnb_id-2.0:08906952-n;wnb_zsm-2.0:08906952-n	an autonomous region of the Peoples Republic of China; located in the Himalayas
i83551	1		pwn-3.0:08907377-n	pwn-3.0:08907377-n;wnja-1.9.0:08907377-n;wnb_id-2.0:08907377-n;wnb_zsm-2.0:08907377-n	the sacred city of Lamaism; known as the Forbidden City for its former inaccessibility and hostility to strangers
i83552	1		pwn-3.0:08907606-n	pwn-3.0:08907606-n;omw-arb-1.4:08907606-n;wnja-1.9.0:08907606-n;wnb_id-2.0:08907606-n;wnb_zsm-2.0:08907606-n	a republic in southeastern Asia on an archipelago including more than 13,000 islands; achieved independence from the Netherlands in 1945; the principal oil producer in the Far East and Pacific regions
i83553	1		pwn-3.0:08908248-n	pwn-3.0:08908248-n;omw-arb-1.4:08908248-n;wnja-1.9.0:08908248-n;wnb_zsm-2.0:08908248-n	an island in Indonesia to the south of Borneo; one of the world's most densely populated regions
i83554	1		pwn-3.0:08908509-n	pwn-3.0:08908509-n;wnja-1.9.0:08908509-n;wnb_id-2.0:08908509-n;wnb_zsm-2.0:08908509-n	an island in Indonesia to the east of Java; striking volcanic scenery; culture is known for elaborate dances and rituals and for handicrafts
i83555	1		pwn-3.0:08908739-n	pwn-3.0:08908739-n;wnja-1.9.0:08908739-n;wnb_id-2.0:08908739-n;wnb_zsm-2.0:08908739-n	an island in Indonesia in the Malay Archipelago; the largest and most eastern of the Lesser Sunda Islands
i83556	1		pwn-3.0:08908954-n	pwn-3.0:08908954-n;omw-arb-1.4:08908954-n;wnja-1.9.0:08908954-n;wnb_id-2.0:08908954-n;wnb_zsm-2.0:08908954-n	a mountainous island in western Indonesia
i83557	1		pwn-3.0:08909107-n	pwn-3.0:08909107-n;wnja-1.9.0:08909107-n;wnb_id-2.0:08909107-n;wnb_zsm-2.0:08909107-n	a mountainous island in eastern Indonesia
i83558	1		pwn-3.0:08909233-n	pwn-3.0:08909233-n;wnja-1.9.0:08909233-n	a group of island in eastern Indonesia between Celebes and New Guinea; settled by the Portuguese but taken by the Dutch who made them the center for a spice monopoly, at which time they were known as Spice Islands
i83559	1		pwn-3.0:08909537-n	pwn-3.0:08909537-n;wnja-1.9.0:08909537-n;wnb_id-2.0:08909537-n;wnb_zsm-2.0:08909537-n	the part of Indonesia on the southern side of the island of Borneo
i83560	1		pwn-3.0:08909719-n	pwn-3.0:08909719-n;wnja-1.9.0:08909719-n;wnb_id-2.0:08909719-n;wnb_zsm-2.0:08909719-n	capital and largest city of Indonesia; located on the island of Java; founded by the Dutch in 17th century
i83561	1		pwn-3.0:08909933-n	pwn-3.0:08909933-n;wnja-1.9.0:08909933-n;wnb_id-2.0:08909933-n	a city in Indonesia; located on western Java (southeast of Jakarta); a resort known for its climate
i83562	1		pwn-3.0:08910106-n	pwn-3.0:08910106-n;wnja-1.9.0:08910106-n;wnb_id-2.0:08910106-n	a city in Indonesia; located in northeastern Sumatra
i83563	1		pwn-3.0:08910230-n	pwn-3.0:08910230-n;wnja-1.9.0:08910230-n;wnb_id-2.0:08910230-n;wnb_zsm-2.0:08910230-n	a port city is southern Indonesia; located in northern Java
i83564	1		pwn-3.0:08910394-n	pwn-3.0:08910394-n;wnja-1.9.0:08910394-n;wnb_id-2.0:08910394-n;wnb_zsm-2.0:08910394-n	the countries in southwestern Asia that border the Persian Gulf
i83565	1		pwn-3.0:08910668-n	pwn-3.0:08910668-n;wnja-1.9.0:08910668-n;wnb_id-2.0:08910668-n;wnb_zsm-2.0:08910668-n	a theocratic Islamic republic in the Middle East in western Asia; Iran was the core of the ancient empire that was known as Persia until 1935; rich in oil
i83566	1		pwn-3.0:08911421-n	pwn-3.0:08911421-n;omw-arb-1.4:08911421-n;wnja-1.9.0:08911421-n;wnb_id-2.0:08911421-n;wnb_zsm-2.0:08911421-n	the capital and largest city of Iran; located in northern Iran
i83567	1		pwn-3.0:08911602-n	pwn-3.0:08911602-n;omw-arb-1.4:08911602-n;wnja-1.9.0:08911602-n;wnb_id-2.0:08911602-n;wnb_zsm-2.0:08911602-n	a port city in southwestern Iran
i83568	1		pwn-3.0:08911726-n	pwn-3.0:08911726-n;wnja-1.9.0:08911726-n;wnb_id-2.0:08911726-n	an ancient city in southeastern Iran; destroyed by an earthquake in 2003
i83569	1		pwn-3.0:08911868-n	pwn-3.0:08911868-n;omw-arb-1.4:08911868-n;wnja-1.9.0:08911868-n;wnb_id-2.0:08911868-n;wnb_zsm-2.0:08911868-n	the holy city of Shiite Muslims; located in northeastern Iran
i83570	1		pwn-3.0:08912012-n	pwn-3.0:08912012-n;omw-arb-1.4:08912012-n;wnja-1.9.0:08912012-n;wnb_id-2.0:08912012-n;wnb_zsm-2.0:08912012-n	city in central Iran; former capital of Persia
i83571	1		pwn-3.0:08912153-n	pwn-3.0:08912153-n;wnja-1.9.0:08912153-n;wnb_id-2.0:08912153-n;wnb_zsm-2.0:08912153-n	city in northwestern Iran near the Caspian Sea
i83572	1		pwn-3.0:08912279-n	pwn-3.0:08912279-n;omw-arb-1.4:08912279-n;wnja-1.9.0:08912279-n;wnb_id-2.0:08912279-n;wnb_zsm-2.0:08912279-n	a city in central southwestern Iran; ruins of ancient Persepolis are nearby
i83573	1		pwn-3.0:08912427-n	pwn-3.0:08912427-n;omw-arb-1.4:08912427-n;wnja-1.9.0:08912427-n;wnb_id-2.0:08912427-n;wnb_zsm-2.0:08912427-n	an ancient city in northwestern Iran; known for hot springs
i83574	1		pwn-3.0:08912559-n	pwn-3.0:08912559-n;wnja-1.9.0:08912559-n;wnb_id-2.0:08912559-n;wnb_zsm-2.0:08912559-n	a city on the western side of Lake Urmia in northwestern Iran
i83575	1		pwn-3.0:08912703-n	pwn-3.0:08912703-n;wnja-1.9.0:08912703-n;wnb_id-2.0:08912703-n;wnb_zsm-2.0:08912703-n	a city in northwestern Iran; a place of pilgrimage for Shiite Muslims
i83576	1		pwn-3.0:08912842-n	pwn-3.0:08912842-n;wnja-1.9.0:08912842-n;wnb_id-2.0:08912842-n;wnb_zsm-2.0:08912842-n	an empire in southern Asia created by Cyrus the Great in the 6th century BC and destroyed by Alexander the Great in the 4th century BC
i83577	1		pwn-3.0:08913085-n	pwn-3.0:08913085-n;wnja-1.9.0:08913085-n;wnb_id-2.0:08913085-n;wnb_zsm-2.0:08913085-n	an ancient city that was the capital of the ancient Persian Empire; now in ruins
i83578	1		pwn-3.0:08913242-n	pwn-3.0:08913242-n;wnja-1.9.0:08913242-n;wnb_id-2.0:08913242-n;wnb_zsm-2.0:08913242-n	an ancient country in southwestern Asia to the east of the Tigris River (in what is modern Iran); was known for its warlike people
i83579	1		pwn-3.0:08913434-n	pwn-3.0:08913434-n;omw-arb-1.4:08913434-n;wnja-1.9.0:08913434-n;wnb_id-2.0:08913434-n;wnb_zsm-2.0:08913434-n	a republic in the Middle East in western Asia; the ancient civilization of Mesopotamia was in the area now known as Iraq
i83580	1		pwn-3.0:08914193-n	pwn-3.0:08914193-n;omw-arb-1.4:08914193-n;wnja-1.9.0:08914193-n;wnb_id-2.0:08914193-n;wnb_zsm-2.0:08914193-n	capital and largest city of Iraq; located on the Tigris River
i83581	1		pwn-3.0:08914413-n	pwn-3.0:08914413-n;omw-arb-1.4:08914413-n;wnja-1.9.0:08914413-n;wnb_id-2.0:08914413-n;wnb_zsm-2.0:08914413-n	the second largest city in Iraq; an oil port in southern Iraq
i83582	1		pwn-3.0:08914573-n	pwn-3.0:08914573-n;wnja-1.9.0:08914573-n;wnb_id-2.0:08914573-n;wnb_zsm-2.0:08914573-n	a city of central Iraq to the south of Baghdad; a holy city for Shiite Muslims because it is the site of the tomb of Mohammed's grandson who was killed there in 680
i83583	1		pwn-3.0:08914850-n	pwn-3.0:08914850-n;omw-arb-1.4:08914850-n;wnja-1.9.0:08914850-n;wnb_id-2.0:08914850-n;wnb_zsm-2.0:08914850-n	a city in northeastern Iraq; the center of a rich oilfield with pipelines to the Mediterranean
i83584	1		pwn-3.0:08915017-n	pwn-3.0:08915017-n;wnja-1.9.0:08915017-n;wnb_id-2.0:08915017-n;wnb_zsm-2.0:08915017-n	a city in northern Iraq on the Tigris across from the ruins of Nineveh
i83585	1		pwn-3.0:08915159-n	pwn-3.0:08915159-n;wnja-1.9.0:08915159-n;wnb_id-2.0:08915159-n;wnb_zsm-2.0:08915159-n	the former name for the geographical area of the eastern Mediterranean that is now occupied by Lebanon, Syria, and Israel
i83586	1		pwn-3.0:08915372-n	pwn-3.0:08915372-n;wnja-1.9.0:08915372-n;wnb_id-2.0:08915372-n;wnb_zsm-2.0:08915372-n	the ancient kingdom of Philip II and Alexander the Great in the southeastern Balkans that is now divided among modern Macedonia and Greece and Bulgaria
